date,tournament,tipo_torneo,home_team,away_team,home_score,away_score,neutral,elo_home,elo_away,elo_diff,home_forma_pts,home_forma_dif_gol,away_forma_pts,away_forma_dif_gol,home_gf_prom,home_gc_prom,away_gf_prom,away_gc_prom
2018-03-23,Friendly,amistoso,Cyprus,Montenegro,0,0,False,1423.6984763341436,1570.8073914419117,-47.1089151077681,1.0,-0.8,1.5,0.7,0.9636363636363636,2.1454545454545455,1.7272727272727273,1.490909090909091
2018-03-23,Friendly,amistoso,Finland,North Macedonia,0,0,True,1598.2769594275333,1493.2712544443234,105.00570498320985,1.6,0.3,1.8,0.8,1.6363636363636365,0.8727272727272727,1.7636363636363637,0.5272727272727272
2018-03-23,Friendly,amistoso,France,Colombia,2,3,False,1893.5236801046967,1860.2689377654578,133.25474233923887,2.0,1.1,1.6,0.9,1.9272727272727272,0.8,1.7636363636363637,0.9454545454545454
2018-03-23,Friendly,amistoso,Curaçao,Bolivia,1,1,False,1436.2084870347435,1610.1531766880116,-73.94468965326814,1.4,-0.2,1.6,-0.3,0.9272727272727272,1.4363636363636363,1.2363636363636363,1.3454545454545455
2018-03-23,Friendly,amistoso,Germany,Spain,1,1,False,1967.7772850043903,1966.2988510924179,101.47843391197239,2.4,1.9,2.6,2.6,2.727272727272727,0.8363636363636363,3.4363636363636365,0.7454545454545455
2018-03-23,Friendly,amistoso,Greece,Switzerland,0,1,False,1665.6658959128667,1784.3151145116133,-18.64921859874653,1.1,0.0,2.5,1.4,1.2,1.1090909090909091,1.6727272727272726,0.5454545454545454
2018-03-23,Friendly,amistoso,Guadeloupe,Trinidad and Tobago,0,1,False,1489.4115654980512,1503.4792682594586,85.93229723859258,0.9,-0.7,0.5,-1.1,1.1636363636363636,2.0,1.1818181818181819,1.9636363636363636
2018-03-23,Friendly,amistoso,Hungary,Kazakhstan,2,3,False,1600.7874855172263,1389.9578350169797,310.82965050024654,1.2,-0.4,0.2,-2.2,1.0909090909090908,1.509090909090909,0.5818181818181818,2.5272727272727273
2018-03-23,Friendly,amistoso,Gambia,Central African Republic,1,1,False,1404.2231079205908,1409.7673091161967,94.45579880439414,0.9,-0.7,1.4,-0.3,0.4909090909090909,0.9636363636363636,1.3272727272727274,1.8909090909090909
2018-03-23,Friendly,amistoso,Mexico,Iceland,3,0,True,1865.5432795038955,1717.2029941964022,148.34028530749333,2.0,0.6,2.2,1.6,1.6,1.0727272727272728,2.672727272727273,0.6363636363636364
2018-03-24,Friendly,amistoso,Mauritania,Guinea,2,0,False,1416.024310548292,1596.814018414888,-80.78970786659602,1.0,-1.1,1.0,-0.7,0.4909090909090909,1.290909090909091,1.4363636363636363,2.290909090909091
2018-03-24,Muratti Vase,amistoso,Alderney,Guernsey,0,2,False,1176.4160078870723,1699.5054914767343,-423.089483589662,0.3,-2.9,2.0,0.8,0.8363636363636363,3.0,1.690909090909091,1.0909090909090908
2018-03-24,Friendly,amistoso,Zambia,South Africa,0,2,False,1571.5634145541087,1588.3986097828943,83.16480477121445,1.8,0.4,1.0,-0.2,1.5454545454545454,1.3272727272727274,1.1272727272727272,1.4
2018-03-24,Friendly,amistoso,Uganda,São Tomé and Príncipe,3,1,False,1580.006222653118,1329.7448184858563,350.2614041672616,1.6,0.5,0.6,-1.9,1.4545454545454546,0.9272727272727272,0.7454545454545455,2.2363636363636363
2018-03-24,Friendly,amistoso,Tahiti,New Caledonia,4,3,False,1515.8055125716828,1545.969209479275,69.83630309240789,1.2,-1.1,1.1,-0.2,1.3818181818181818,1.309090909090909,1.1272727272727272,1.509090909090909
2018-03-24,Friendly,amistoso,Sweden,Chile,1,2,False,1757.4784123090203,1817.8881656411018,39.590246667918564,1.8,1.2,0.9,-0.6,1.6727272727272726,0.6,0.5636363636363636,1.5272727272727273
2018-03-24,Friendly,amistoso,Qatar,Syria,2,2,True,1539.3263142993615,1650.8922039076506,-111.56588960828913,1.1,0.2,1.3,0.2,1.7454545454545454,1.3818181818181818,1.4727272727272727,1.3454545454545455
2018-03-24,Friendly,amistoso,Northern Ireland,South Korea,2,1,False,1609.6897195045137,1739.6689411335292,-29.979221629015456,1.6,0.2,1.8,0.3,0.8181818181818182,0.7454545454545455,1.709090909090909,0.9454545454545454
2018-03-24,Friendly,amistoso,Ivory Coast,Togo,2,2,True,1670.6231415640623,1486.6262506597677,183.99689090429456,0.9,-0.5,1.1,0.0,0.9454545454545454,1.5818181818181818,1.3454545454545455,0.7818181818181819
2018-03-24,Friendly,amistoso,Israel,Romania,1,2,False,1538.347528537974,1672.8896804428598,-34.54215190488571,1.3,-0.3,1.4,-0.1,0.6,1.2181818181818183,1.2181818181818183,1.2545454545454546
2018-03-24,Friendly,amistoso,Georgia,Lithuania,4,0,False,1489.0429577407094,1423.1685777952127,165.87437994549668,1.3,0.5,0.5,-1.6,1.2363636363636363,1.0363636363636364,0.36363636363636365,2.1636363636363636
2018-03-24,Friendly,amistoso,Comoros,Kenya,2,2,True,1301.6344795967996,1496.6957137395736,-195.06123414277408,1.0,-0.2,1.4,0.2,0.8181818181818182,0.9272727272727272,0.9636363636363636,0.6
2018-03-24,Friendly,amistoso,Canada,New Zealand,1,0,True,1583.6262755195467,1645.717068656257,-62.09079313671032,1.5,0.3,0.5,-0.7,1.290909090909091,1.0,1.1272727272727272,1.690909090909091
2018-03-24,Friendly,amistoso,Botswana,Lesotho,1,0,False,1406.6909086105445,1359.6559780174823,147.0349305930622,0.3,-1.0,0.8,-0.8,0.34545454545454546,1.4363636363636363,0.9090909090909091,1.4
2018-03-24,Friendly,amistoso,Armenia,Estonia,0,0,False,1483.1311749211043,1559.8016519555538,23.329522965550495,1.6,0.0,1.8,0.9,2.0545454545454547,2.290909090909091,1.509090909090909,0.7636363636363637
2018-03-24,Friendly,amistoso,Angola,Zimbabwe,2,2,True,1443.0141446217724,1560.1439534351784,-117.12980881340604,0.9,-0.5,2.1,1.5,0.509090909090909,0.7818181818181819,2.5636363636363635,1.490909090909091
2018-03-24,Friendly,amistoso,Kosovo,Madagascar,1,0,True,1472.7573581608317,1446.4569138946433,26.30044426618838,0.3,-2.0,1.9,0.8,0.8909090909090909,2.2363636363636363,1.5454545454545454,0.6
2018-03-25,Friendly,amistoso,Yorkshire,Chagos Islands,6,0,False,1497.8908047990155,1472.3986101236812,125.4921946753343,1.0,0.0,0.8,-2.8,1.0,1.0,1.6181818181818182,4.6909090909090905
2018-03-25,Friendly,amistoso,Thailand,Slovakia,2,3,False,1505.171234728943,1704.8223383414,-99.65110361245684,1.2,-0.2,1.9,0.6,1.1090909090909091,0.8181818181818182,1.4363636363636363,0.8545454545454545
2018-03-25,Friendly,amistoso,Nicaragua,Cuba,3,3,False,1365.0293030655523,1457.5958753761215,7.4334276894308005,0.4,-1.2,0.6,-2.3,0.7636363636363637,1.8,0.45454545454545453,2.618181818181818
2018-03-25,Friendly,amistoso,Martinique,Trinidad and Tobago,0,0,False,1537.970300473361,1515.9033686737835,122.06693179957756,1.3,0.1,0.8,-0.8,1.2545454545454546,1.6181818181818182,1.1818181818181819,1.5818181818181818
2018-03-25,Friendly,amistoso,Kuwait,Cameroon,1,3,False,1518.077113941889,1690.7972157565878,-72.72010181469886,0.9,0.4,0.9,-1.0,0.36363636363636365,0.9090909090909091,1.0909090909090908,1.8363636363636364
2018-03-25,Friendly,amistoso,Faroe Islands,Liechtenstein,3,0,True,1302.876550667316,1211.694530753654,91.18201991366209,0.9,-1.2,0.4,-2.7,0.45454545454545453,1.4,0.38181818181818183,2.709090909090909
